canonical_package_id,event_patch_candidate_id,event_id,region,patch_id,patch_namespace,crosswalk_status,sentinel_date_status,date_linkability_status,evidence_status,phenomenon_status,coordinate_status,geometry_status,overlay_status,ground_reference_status,training_label_status,qa_status,package_status,can_create_ground_reference,can_create_training_label,notes
CP_v2ae_00000,EPC_v1us_00000,PET_2022_02_15,PET,PET_00016,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00011,EPC_v1us_00011,PET_2022_02_15,PET,PET_00396,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00012,EPC_v1us_00012,PET_2022_02_15,PET,PET_00397,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00013,EPC_v1us_00013,PET_2022_02_15,PET,PET_00404,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00014,EPC_v1us_00014,PET_2022_02_15,PET,PET_00431,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00015,EPC_v1us_00015,PET_2022_02_15,PET,PET_00467,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00016,EPC_v1us_00016,PET_2022_02_15,PET,PET_00506,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00017,EPC_v1us_00017,PET_2022_02_15,PET,PET_00507,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00018,EPC_v1us_00018,PET_2022_02_15,PET,PET_00579,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00019,EPC_v1us_00019,PET_2022_02_15,PET,PET_00614,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00020,EPC_v1us_00020,PET_2022_02_15,PET,PET_00615,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00021,EPC_v1us_00021,PET_2022_02_15,PET,PET_00617,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00022,EPC_v1us_00022,PET_2022_02_15,PET,PET_00618,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00023,EPC_v1us_00023,PET_2022_02_15,PET,PET_00641,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00024,EPC_v1us_00024,PET_2022_02_15,PET,PET_00649,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00025,EPC_v1us_00025,PET_2022_02_15,PET,PET_00652,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00026,EPC_v1us_00026,PET_2022_02_15,PET,PET_00720,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00027,EPC_v1us_00027,PET_2022_02_15,PET,PET_00756,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00028,EPC_v1us_00028,PET_2022_02_15,PET,PET_00789,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00029,EPC_v1us_00029,PET_2022_02_15,PET,PET_00823,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00030,EPC_v1us_00030,PET_2022_02_15,PET,PET_00825,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00031,EPC_v1us_00031,PET_2022_02_15,PET,PET_00829,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00032,EPC_v1us_00032,PET_2022_02_15,PET,PET_00860,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00033,EPC_v1us_00033,PET_2022_02_15,PET,PET_00863,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00034,EPC_v1us_00034,PET_2022_02_15,PET,PET_00865,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00035,EPC_v1us_00035,PET_2022_02_15,PET,PET_00916,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00036,EPC_v1us_00036,PET_2022_02_15,PET,PET_00986,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00037,EPC_v1us_00037,PET_2022_02_15,PET,PET_01307,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
