discovery_id,sentinel_asset_id,visual_asset_id,patch_id,city,region,source_registry,asset_path_or_reference,relative_path,asset_type,visual_type,acquisition_date,acquisition_date_source,asset_size_bytes,eligible_for_human_visual_review,has_visual_asset,has_spectral_context,has_dino_embedding,dino_allowed_use,discovery_status,can_create_ground_truth,can_create_patch_truth,can_create_label,can_create_negative,can_train_model,candidate_reference_is_not_final_ground_truth,seed_sentinel_crosswalk_is_not_label,sentinel_visual_context_is_not_truth,dino_signal_is_not_truth,patch_boundary_is_not_event_geometry,no_geometry_no_final_truth,raw_data_versioned
ASSET_v2bd_0012,V1PU_VA_00012,V1PU_VA_00012,CUR_00446,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00446.tif,data/sentinel/patch_curitiba_00446.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0013,V1PU_VA_00013,V1PU_VA_00013,CUR_00597,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00597.tif,data/sentinel/patch_curitiba_00597.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0014,V1PU_VA_00014,V1PU_VA_00014,CUR_00661,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00661.tif,data/sentinel/patch_curitiba_00661.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0015,V1PU_VA_00015,V1PU_VA_00015,CUR_00662,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00662.tif,data/sentinel/patch_curitiba_00662.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0016,V1PU_VA_00016,V1PU_VA_00016,CUR_00695,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00695.tif,data/sentinel/patch_curitiba_00695.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0017,V1PU_VA_00017,V1PU_VA_00017,CUR_00728,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00728.tif,data/sentinel/patch_curitiba_00728.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0018,V1PU_VA_00018,V1PU_VA_00018,CUR_00740,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00740.tif,data/sentinel/patch_curitiba_00740.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0019,V1PU_VA_00019,V1PU_VA_00019,CUR_00887,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00887.tif,data/sentinel/patch_curitiba_00887.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0020,V1PU_VA_00020,V1PU_VA_00020,CUR_00888,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00888.tif,data/sentinel/patch_curitiba_00888.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0021,V1PU_VA_00021,V1PU_VA_00021,CUR_00889,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00889.tif,data/sentinel/patch_curitiba_00889.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0022,V1PU_VA_00022,V1PU_VA_00022,CUR_00895,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00895.tif,data/sentinel/patch_curitiba_00895.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0023,V1PU_VA_00023,V1PU_VA_00023,CUR_00899,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00899.tif,data/sentinel/patch_curitiba_00899.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0024,V1PU_VA_00024,V1PU_VA_00024,CUR_00924,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00924.tif,data/sentinel/patch_curitiba_00924.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0025,V1PU_VA_00025,V1PU_VA_00025,CUR_00930,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00930.tif,data/sentinel/patch_curitiba_00930.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0026,V1PU_VA_00026,V1PU_VA_00026,CUR_00934,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00934.tif,data/sentinel/patch_curitiba_00934.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0027,V1PU_VA_00027,V1PU_VA_00027,CUR_00936,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00936.tif,data/sentinel/patch_curitiba_00936.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0028,V1PU_VA_00028,V1PU_VA_00028,CUR_00960,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00960.tif,data/sentinel/patch_curitiba_00960.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0029,V1PU_VA_00029,V1PU_VA_00029,CUR_00969,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00969.tif,data/sentinel/patch_curitiba_00969.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0030,V1PU_VA_00030,V1PU_VA_00030,CUR_00977,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00977.tif,data/sentinel/patch_curitiba_00977.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0031,V1PU_VA_00031,V1PU_VA_00031,CUR_00992,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00992.tif,data/sentinel/patch_curitiba_00992.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0032,V1PU_VA_00032,V1PU_VA_00032,CUR_00995,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_00995.tif,data/sentinel/patch_curitiba_00995.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0033,V1PU_VA_00033,V1PU_VA_00033,CUR_01012,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_01012.tif,data/sentinel/patch_curitiba_01012.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0034,V1PU_VA_00034,V1PU_VA_00034,CUR_01015,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_01015.tif,data/sentinel/patch_curitiba_01015.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0035,V1PU_VA_00035,V1PU_VA_00035,CUR_01030,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_01030.tif,data/sentinel/patch_curitiba_01030.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0036,V1PU_VA_00036,V1PU_VA_00036,CUR_01040,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_01040.tif,data/sentinel/patch_curitiba_01040.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0037,V1PU_VA_00037,V1PU_VA_00037,CUR_01050,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_01050.tif,data/sentinel/patch_curitiba_01050.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0038,V1PU_VA_00038,V1PU_VA_00038,CUR_01059,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_01059.tif,data/sentinel/patch_curitiba_01059.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0039,V1PU_VA_00039,V1PU_VA_00039,CUR_01065,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_01065.tif,data/sentinel/patch_curitiba_01065.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0040,V1PU_VA_00040,V1PU_VA_00040,CUR_01075,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_01075.tif,data/sentinel/patch_curitiba_01075.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0041,V1PU_VA_00041,V1PU_VA_00041,CUR_01101,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_01101.tif,data/sentinel/patch_curitiba_01101.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0042,V1PU_VA_00042,V1PU_VA_00042,CUR_01145,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_01145.tif,data/sentinel/patch_curitiba_01145.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
ASSET_v2bd_0043,V1PU_VA_00043,V1PU_VA_00043,CUR_01324,Curitiba,Curitiba,datasets/dino_patch_visual_linkage_registry_v1pv.csv|datasets/dino_visual_asset_eligibility_audit_v1pu.csv,data/sentinel/patch_curitiba_01324.tif,data/sentinel/patch_curitiba_01324.tif,SENTINEL_TIF_REFERENCE,SENTINEL_TIF_REFERENCE,,NOT_AVAILABLE_IN_REGISTERED_PROVENANCE,0,true,true,false,false,REVIEW_ONLY_REPRESENTATION,DISCOVERED_REVIEW_ONLY_DATE_MISSING,false,false,false,false,false,true,true,true,true,true,true,false
