temporal_population_id,event_patch_candidate_id,patch_id,sentinel_date_status,sentinel_scene_date,date_source_namespace,date_linkability_status,temporal_blocker,sentinel_date_inferred,notes
TSP_v2ac_00000,EPC_v1us_00000,PET_00016,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00011,EPC_v1us_00011,PET_00396,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00012,EPC_v1us_00012,PET_00397,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00013,EPC_v1us_00013,PET_00404,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00014,EPC_v1us_00014,PET_00431,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00015,EPC_v1us_00015,PET_00467,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00016,EPC_v1us_00016,PET_00506,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00017,EPC_v1us_00017,PET_00507,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00018,EPC_v1us_00018,PET_00579,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00019,EPC_v1us_00019,PET_00614,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00020,EPC_v1us_00020,PET_00615,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00021,EPC_v1us_00021,PET_00617,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00022,EPC_v1us_00022,PET_00618,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00023,EPC_v1us_00023,PET_00641,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00024,EPC_v1us_00024,PET_00649,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00025,EPC_v1us_00025,PET_00652,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00026,EPC_v1us_00026,PET_00720,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00027,EPC_v1us_00027,PET_00756,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00028,EPC_v1us_00028,PET_00789,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00029,EPC_v1us_00029,PET_00823,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00030,EPC_v1us_00030,PET_00825,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00031,EPC_v1us_00031,PET_00829,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00032,EPC_v1us_00032,PET_00860,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00033,EPC_v1us_00033,PET_00863,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00034,EPC_v1us_00034,PET_00865,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00035,EPC_v1us_00035,PET_00916,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00036,EPC_v1us_00036,PET_00986,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00037,EPC_v1us_00037,PET_01307,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00038,EPC_v1us_00038,PET_01323,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00039,EPC_v1us_00039,PET_01349,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00040,EPC_v1us_00040,PET_01352,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00041,EPC_v1us_00041,PET_01386,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00042,EPC_v1us_00042,PET_01403,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00043,EPC_v1us_00043,PET_01458,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00044,EPC_v1us_00044,PET_01478,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00045,EPC_v1us_00045,PET_01483,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00046,EPC_v1us_00046,PET_01488,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00047,EPC_v1us_00047,PET_01495,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00048,EPC_v1us_00048,PET_02,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00049,EPC_v1us_00049,PET_03,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00050,EPC_v1us_00050,PET_06,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00051,EPC_v1us_00051,PET_07,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00052,EPC_v1us_00052,PET_08,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00053,EPC_v1us_00053,PET_09,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00054,EPC_v1us_00054,PET_18,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00055,EPC_v1us_00055,PET_20,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00056,EPC_v1us_00056,PET_25,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00057,EPC_v1us_00057,PET_26,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00058,EPC_v1us_00058,PET_00016,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00059,EPC_v1us_00059,PET_00104,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00060,EPC_v1us_00060,PET_00119,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00061,EPC_v1us_00061,PET_00140,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00062,EPC_v1us_00062,PET_00240,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00063,EPC_v1us_00063,PET_00257,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00064,EPC_v1us_00064,PET_00275,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00065,EPC_v1us_00065,PET_00291,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00066,EPC_v1us_00066,PET_00315,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00067,EPC_v1us_00067,PET_00360,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00068,EPC_v1us_00068,PET_00362,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00069,EPC_v1us_00069,PET_00396,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00070,EPC_v1us_00070,PET_00397,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00071,EPC_v1us_00071,PET_00404,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00072,EPC_v1us_00072,PET_00431,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00073,EPC_v1us_00073,PET_00467,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00074,EPC_v1us_00074,PET_00506,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00075,EPC_v1us_00075,PET_00507,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00076,EPC_v1us_00076,PET_00579,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00077,EPC_v1us_00077,PET_00614,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00078,EPC_v1us_00078,PET_00615,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00079,EPC_v1us_00079,PET_00617,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
