aggregation_id,event_id,normalized_locality_token,date,candidate_count,flood_strong_count,rain_impact_count,ambiguous_count,source_table_count,has_address_count,review_priority,can_support_contextual_review,can_support_overlay,can_create_ground_reference
AGG_v1um_000016,REC_2022_05_24_30,neighborhood_hash_261d2b2beb01,2022-05-30,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000017,REC_2022_05_24_30,neighborhood_hash_2de2aa2a2514,2022-05-25,9,0,0,9,1,9,3,true,false,false
AGG_v1um_000018,REC_2022_05_24_30,neighborhood_hash_2de2aa2a2514,2022-05-27,6,0,3,3,1,6,2,true,false,false
AGG_v1um_000019,REC_2022_05_24_30,neighborhood_hash_34e1bd2f4534,2022-05-27,18,0,0,18,1,18,3,true,false,false
AGG_v1um_000020,REC_2022_05_24_30,neighborhood_hash_395e32a9647f,2022-05-24,78,0,0,78,1,78,3,true,false,false
AGG_v1um_000021,REC_2022_05_24_30,neighborhood_hash_395e32a9647f,2022-05-25,57,0,3,54,1,57,2,true,false,false
AGG_v1um_000022,REC_2022_05_24_30,neighborhood_hash_395e32a9647f,2022-05-26,27,0,0,27,1,27,3,true,false,false
AGG_v1um_000023,REC_2022_05_24_30,neighborhood_hash_395e32a9647f,2022-05-27,51,0,3,48,1,51,2,true,false,false
AGG_v1um_000024,REC_2022_05_24_30,neighborhood_hash_395e32a9647f,2022-05-28,72,0,0,72,1,72,3,true,false,false
AGG_v1um_000025,REC_2022_05_24_30,neighborhood_hash_395e32a9647f,2022-05-29,99,0,0,99,1,99,3,true,false,false
AGG_v1um_000026,REC_2022_05_24_30,neighborhood_hash_395e32a9647f,2022-05-30,45,0,6,39,1,45,2,true,false,false
AGG_v1um_000027,REC_2022_05_24_30,neighborhood_hash_42acb60a6f38,2022-05-27,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000028,REC_2022_05_24_30,neighborhood_hash_42acb60a6f38,2022-05-28,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000029,REC_2022_05_24_30,neighborhood_hash_42acb60a6f38,2022-05-30,9,0,0,9,1,9,3,true,false,false
AGG_v1um_000030,REC_2022_05_24_30,neighborhood_hash_48031ea92829,2022-05-27,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000031,REC_2022_05_24_30,neighborhood_hash_48dab9e748de,2022-05-27,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000032,REC_2022_05_24_30,neighborhood_hash_48dab9e748de,2022-05-28,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000033,REC_2022_05_24_30,neighborhood_hash_48dab9e748de,2022-05-30,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000034,REC_2022_05_24_30,neighborhood_hash_4c672ba61775,2022-05-24,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000035,REC_2022_05_24_30,neighborhood_hash_4c672ba61775,2022-05-28,9,0,0,9,1,9,3,true,false,false
AGG_v1um_000036,REC_2022_05_24_30,neighborhood_hash_4c672ba61775,2022-05-30,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000037,REC_2022_05_24_30,neighborhood_hash_4fc94e21b042,2022-05-24,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000038,REC_2022_05_24_30,neighborhood_hash_510ab8db4317,2022-05-24,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000039,REC_2022_05_24_30,neighborhood_hash_510ab8db4317,2022-05-25,30,0,0,30,1,30,3,true,false,false
AGG_v1um_000040,REC_2022_05_24_30,neighborhood_hash_510ab8db4317,2022-05-26,9,0,0,9,1,9,3,true,false,false
AGG_v1um_000041,REC_2022_05_24_30,neighborhood_hash_510ab8db4317,2022-05-27,21,0,6,15,1,21,2,true,false,false
AGG_v1um_000042,REC_2022_05_24_30,neighborhood_hash_510ab8db4317,2022-05-28,27,0,12,15,1,27,2,true,false,false
AGG_v1um_000043,REC_2022_05_24_30,neighborhood_hash_510ab8db4317,2022-05-29,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000044,REC_2022_05_24_30,neighborhood_hash_510ab8db4317,2022-05-30,42,0,0,42,1,42,3,true,false,false
AGG_v1um_000045,REC_2022_05_24_30,neighborhood_hash_5592890fb61d,2022-05-27,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000046,REC_2022_05_24_30,neighborhood_hash_5592890fb61d,2022-05-29,12,0,0,12,1,12,3,true,false,false
AGG_v1um_000047,REC_2022_05_24_30,neighborhood_hash_5592890fb61d,2022-05-30,9,0,0,9,1,9,3,true,false,false
AGG_v1um_000048,REC_2022_05_24_30,neighborhood_hash_586102ce7960,2022-05-24,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000049,REC_2022_05_24_30,neighborhood_hash_586102ce7960,2022-05-30,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000050,REC_2022_05_24_30,neighborhood_hash_5a8d41085fc4,2022-05-25,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000051,REC_2022_05_24_30,neighborhood_hash_5e53d5c64b30,2022-05-24,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000052,REC_2022_05_24_30,neighborhood_hash_5e53d5c64b30,2022-05-27,15,0,9,6,1,15,2,true,false,false
AGG_v1um_000053,REC_2022_05_24_30,neighborhood_hash_5e53d5c64b30,2022-05-28,3,0,3,0,1,3,2,true,false,false
AGG_v1um_000054,REC_2022_05_24_30,neighborhood_hash_5e53d5c64b30,2022-05-30,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000055,REC_2022_05_24_30,neighborhood_hash_60813b4acba3,2022-05-30,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000056,REC_2022_05_24_30,neighborhood_hash_6896f4045c1f,2022-05-27,15,0,6,9,1,15,2,true,false,false
AGG_v1um_000057,REC_2022_05_24_30,neighborhood_hash_6896f4045c1f,2022-05-28,168,0,84,84,1,168,2,true,false,false
AGG_v1um_000058,REC_2022_05_24_30,neighborhood_hash_6896f4045c1f,2022-05-29,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000059,REC_2022_05_24_30,neighborhood_hash_6d1d1f2ea6ad,2022-05-28,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000060,REC_2022_05_24_30,neighborhood_hash_6d58d9b09421,2022-05-24,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000061,REC_2022_05_24_30,neighborhood_hash_71f3ec3c8ac9,2022-05-25,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000062,REC_2022_05_24_30,neighborhood_hash_7915dbac9b20,2022-05-24,12,0,0,12,1,12,3,true,false,false
AGG_v1um_000063,REC_2022_05_24_30,neighborhood_hash_7915dbac9b20,2022-05-25,33,0,0,33,1,33,3,true,false,false
AGG_v1um_000064,REC_2022_05_24_30,neighborhood_hash_7915dbac9b20,2022-05-26,12,0,0,12,1,12,3,true,false,false
AGG_v1um_000065,REC_2022_05_24_30,neighborhood_hash_7915dbac9b20,2022-05-27,27,0,0,27,1,27,3,true,false,false
AGG_v1um_000066,REC_2022_05_24_30,neighborhood_hash_7915dbac9b20,2022-05-28,39,0,0,39,1,39,3,true,false,false
AGG_v1um_000067,REC_2022_05_24_30,neighborhood_hash_7915dbac9b20,2022-05-29,54,0,0,54,1,54,3,true,false,false
AGG_v1um_000068,REC_2022_05_24_30,neighborhood_hash_7c282581c916,2022-05-24,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000069,REC_2022_05_24_30,neighborhood_hash_7c6f115ecb82,2022-05-24,48,0,0,48,1,48,3,true,false,false
AGG_v1um_000070,REC_2022_05_24_30,neighborhood_hash_7c6f115ecb82,2022-05-25,9,0,0,9,1,9,3,true,false,false
AGG_v1um_000071,REC_2022_05_24_30,neighborhood_hash_7c6f115ecb82,2022-05-26,27,0,0,27,1,27,3,true,false,false
AGG_v1um_000072,REC_2022_05_24_30,neighborhood_hash_7c6f115ecb82,2022-05-28,9,0,0,9,1,9,3,true,false,false
AGG_v1um_000073,REC_2022_05_24_30,neighborhood_hash_7c6f115ecb82,2022-05-29,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000074,REC_2022_05_24_30,neighborhood_hash_7c6f115ecb82,2022-05-30,21,0,0,21,1,21,3,true,false,false
AGG_v1um_000075,REC_2022_05_24_30,neighborhood_hash_870a89a3fa7c,2022-05-28,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000076,REC_2022_05_24_30,neighborhood_hash_870a89a3fa7c,2022-05-30,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000077,REC_2022_05_24_30,neighborhood_hash_918c9356a040,2022-05-25,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000078,REC_2022_05_24_30,neighborhood_hash_918c9356a040,2022-05-27,12,0,0,12,1,12,3,true,false,false
AGG_v1um_000079,REC_2022_05_24_30,neighborhood_hash_918c9356a040,2022-05-30,111,0,48,63,1,111,2,true,false,false
AGG_v1um_000080,REC_2022_05_24_30,neighborhood_hash_929826b22f7c,2022-05-24,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000081,REC_2022_05_24_30,neighborhood_hash_929826b22f7c,2022-05-25,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000082,REC_2022_05_24_30,neighborhood_hash_929826b22f7c,2022-05-30,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000083,REC_2022_05_24_30,neighborhood_hash_93199271753d,2022-05-24,15,0,3,12,1,15,2,true,false,false
AGG_v1um_000084,REC_2022_05_24_30,neighborhood_hash_93199271753d,2022-05-25,33,0,0,33,1,33,3,true,false,false
AGG_v1um_000085,REC_2022_05_24_30,neighborhood_hash_93199271753d,2022-05-26,117,0,21,96,1,117,2,true,false,false
AGG_v1um_000086,REC_2022_05_24_30,neighborhood_hash_93199271753d,2022-05-27,66,0,24,42,1,66,2,true,false,false
AGG_v1um_000087,REC_2022_05_24_30,neighborhood_hash_93199271753d,2022-05-28,96,0,45,51,1,96,2,true,false,false
AGG_v1um_000088,REC_2022_05_24_30,neighborhood_hash_93199271753d,2022-05-29,120,0,30,90,1,120,2,true,false,false
AGG_v1um_000089,REC_2022_05_24_30,neighborhood_hash_93199271753d,2022-05-30,81,0,6,75,1,81,2,true,false,false
AGG_v1um_000090,REC_2022_05_24_30,neighborhood_hash_94c89ff12097,2022-05-24,156,0,0,156,1,156,3,true,false,false
AGG_v1um_000091,REC_2022_05_24_30,neighborhood_hash_94c89ff12097,2022-05-25,96,0,3,93,1,96,2,true,false,false
AGG_v1um_000092,REC_2022_05_24_30,neighborhood_hash_94c89ff12097,2022-05-26,168,0,27,141,1,168,2,true,false,false
AGG_v1um_000093,REC_2022_05_24_30,neighborhood_hash_94c89ff12097,2022-05-27,114,0,0,114,1,114,3,true,false,false
AGG_v1um_000094,REC_2022_05_24_30,neighborhood_hash_94c89ff12097,2022-05-28,453,0,0,453,1,453,3,true,false,false
AGG_v1um_000095,REC_2022_05_24_30,neighborhood_hash_94c89ff12097,2022-05-29,240,0,15,225,1,240,2,true,false,false
AGG_v1um_000096,REC_2022_05_24_30,neighborhood_hash_94c89ff12097,2022-05-30,405,0,9,396,1,405,2,true,false,false
AGG_v1um_000097,REC_2022_05_24_30,neighborhood_hash_9adbf3497691,2022-05-25,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000098,REC_2022_05_24_30,neighborhood_hash_9adbf3497691,2022-05-30,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000099,REC_2022_05_24_30,neighborhood_hash_9b3f5bd953f5,2022-05-25,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000100,REC_2022_05_24_30,neighborhood_hash_9d98a595f1fd,2022-05-24,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000101,REC_2022_05_24_30,neighborhood_hash_9d98a595f1fd,2022-05-30,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000102,REC_2022_05_24_30,neighborhood_hash_a7fa960e6916,2022-05-24,15,0,0,15,1,15,3,true,false,false
AGG_v1um_000103,REC_2022_05_24_30,neighborhood_hash_ab32b053a466,2022-05-25,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000104,REC_2022_05_24_30,neighborhood_hash_ab32b053a466,2022-05-27,3,0,3,0,1,3,2,true,false,false
AGG_v1um_000105,REC_2022_05_24_30,neighborhood_hash_ab32b053a466,2022-05-28,3,0,3,0,1,3,2,true,false,false
AGG_v1um_000106,REC_2022_05_24_30,neighborhood_hash_ab32b053a466,2022-05-29,9,0,0,9,1,9,3,true,false,false
AGG_v1um_000107,REC_2022_05_24_30,neighborhood_hash_ab32b053a466,2022-05-30,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000108,REC_2022_05_24_30,neighborhood_hash_abc12ed082f2,2022-05-24,12,0,0,9,1,12,2,true,false,false
AGG_v1um_000109,REC_2022_05_24_30,neighborhood_hash_abc12ed082f2,2022-05-25,12,0,0,12,1,12,3,true,false,false
AGG_v1um_000110,REC_2022_05_24_30,neighborhood_hash_abc12ed082f2,2022-05-26,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000111,REC_2022_05_24_30,neighborhood_hash_abc12ed082f2,2022-05-27,12,0,12,0,1,12,2,true,false,false
AGG_v1um_000112,REC_2022_05_24_30,neighborhood_hash_abc12ed082f2,2022-05-28,30,0,24,0,1,30,2,true,false,false
AGG_v1um_000113,REC_2022_05_24_30,neighborhood_hash_abc12ed082f2,2022-05-29,12,0,0,12,1,12,3,true,false,false
AGG_v1um_000114,REC_2022_05_24_30,neighborhood_hash_abc12ed082f2,2022-05-30,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000115,REC_2022_05_24_30,neighborhood_hash_ac01475f707a,2022-05-24,18,0,0,18,1,18,3,true,false,false
AGG_v1um_000116,REC_2022_05_24_30,neighborhood_hash_ac01475f707a,2022-05-26,12,0,0,12,1,12,3,true,false,false
AGG_v1um_000117,REC_2022_05_24_30,neighborhood_hash_ac01475f707a,2022-05-27,33,0,0,33,1,33,3,true,false,false
AGG_v1um_000118,REC_2022_05_24_30,neighborhood_hash_ac01475f707a,2022-05-28,84,0,0,84,1,84,3,true,false,false
AGG_v1um_000119,REC_2022_05_24_30,neighborhood_hash_ac01475f707a,2022-05-29,36,0,0,36,1,36,3,true,false,false
AGG_v1um_000120,REC_2022_05_24_30,neighborhood_hash_ac01475f707a,2022-05-30,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000121,REC_2022_05_24_30,neighborhood_hash_b06580404b08,2022-05-24,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000122,REC_2022_05_24_30,neighborhood_hash_b06580404b08,2022-05-25,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000123,REC_2022_05_24_30,neighborhood_hash_b06580404b08,2022-05-26,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000124,REC_2022_05_24_30,neighborhood_hash_b06580404b08,2022-05-27,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000125,REC_2022_05_24_30,neighborhood_hash_b06580404b08,2022-05-29,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000126,REC_2022_05_24_30,neighborhood_hash_b0c95375b859,2022-05-24,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000127,REC_2022_05_24_30,neighborhood_hash_b32f5093d0a2,2022-05-24,105,0,0,105,1,105,3,true,false,false
AGG_v1um_000128,REC_2022_05_24_30,neighborhood_hash_b32f5093d0a2,2022-05-25,57,0,0,57,1,57,3,true,false,false
AGG_v1um_000129,REC_2022_05_24_30,neighborhood_hash_b32f5093d0a2,2022-05-26,105,0,0,105,1,105,3,true,false,false
AGG_v1um_000130,REC_2022_05_24_30,neighborhood_hash_b32f5093d0a2,2022-05-27,129,0,6,123,1,129,2,true,false,false
AGG_v1um_000131,REC_2022_05_24_30,neighborhood_hash_b32f5093d0a2,2022-05-28,42,0,0,42,1,42,3,true,false,false
AGG_v1um_000132,REC_2022_05_24_30,neighborhood_hash_b32f5093d0a2,2022-05-29,114,0,6,108,1,114,2,true,false,false
AGG_v1um_000133,REC_2022_05_24_30,neighborhood_hash_b32f5093d0a2,2022-05-30,171,0,15,156,1,171,2,true,false,false
AGG_v1um_000134,REC_2022_05_24_30,neighborhood_hash_c74984b38c4a,2022-05-25,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000135,REC_2022_05_24_30,neighborhood_hash_c74984b38c4a,2022-05-28,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000136,REC_2022_05_24_30,neighborhood_hash_c74984b38c4a,2022-05-30,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000137,REC_2022_05_24_30,neighborhood_hash_cae219dca447,2022-05-24,12,0,0,12,1,12,3,true,false,false
AGG_v1um_000138,REC_2022_05_24_30,neighborhood_hash_cae219dca447,2022-05-25,18,0,0,18,1,18,3,true,false,false
AGG_v1um_000139,REC_2022_05_24_30,neighborhood_hash_cae219dca447,2022-05-26,12,0,0,12,1,12,3,true,false,false
AGG_v1um_000140,REC_2022_05_24_30,neighborhood_hash_cae219dca447,2022-05-27,15,0,0,15,1,15,3,true,false,false
AGG_v1um_000141,REC_2022_05_24_30,neighborhood_hash_cae219dca447,2022-05-28,51,0,3,48,1,51,2,true,false,false
AGG_v1um_000142,REC_2022_05_24_30,neighborhood_hash_cae219dca447,2022-05-29,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000143,REC_2022_05_24_30,neighborhood_hash_cae219dca447,2022-05-30,45,0,21,24,1,45,2,true,false,false
AGG_v1um_000144,REC_2022_05_24_30,neighborhood_hash_cd044bfbbe2e,2022-05-27,15,0,0,15,1,15,3,true,false,false
AGG_v1um_000145,REC_2022_05_24_30,neighborhood_hash_cda49231f3a3,2022-05-28,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000146,REC_2022_05_24_30,neighborhood_hash_cf40400eb762,2022-05-24,318,0,0,75,1,318,2,true,false,false
AGG_v1um_000147,REC_2022_05_24_30,neighborhood_hash_cf40400eb762,2022-05-25,33,0,0,33,1,33,3,true,false,false
AGG_v1um_000148,REC_2022_05_24_30,neighborhood_hash_cf40400eb762,2022-05-26,15,0,0,12,1,15,2,true,false,false
AGG_v1um_000149,REC_2022_05_24_30,neighborhood_hash_cf40400eb762,2022-05-27,39,0,3,36,1,39,2,true,false,false
AGG_v1um_000150,REC_2022_05_24_30,neighborhood_hash_cf40400eb762,2022-05-28,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000151,REC_2022_05_24_30,neighborhood_hash_cf40400eb762,2022-05-30,207,0,30,84,1,207,2,true,false,false
AGG_v1um_000152,REC_2022_05_24_30,neighborhood_hash_d0889c4c0406,2022-05-24,36,0,0,36,1,36,3,true,false,false
AGG_v1um_000153,REC_2022_05_24_30,neighborhood_hash_d0889c4c0406,2022-05-25,24,0,15,9,1,24,2,true,false,false
AGG_v1um_000154,REC_2022_05_24_30,neighborhood_hash_d0889c4c0406,2022-05-27,42,0,3,39,1,42,2,true,false,false
AGG_v1um_000155,REC_2022_05_24_30,neighborhood_hash_d0889c4c0406,2022-05-29,33,0,33,0,1,33,2,true,false,false
AGG_v1um_000156,REC_2022_05_24_30,neighborhood_hash_d0889c4c0406,2022-05-30,27,0,18,9,1,27,2,true,false,false
AGG_v1um_000157,REC_2022_05_24_30,neighborhood_hash_d2c6de62e66b,2022-05-24,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000158,REC_2022_05_24_30,neighborhood_hash_d2c6de62e66b,2022-05-30,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000159,REC_2022_05_24_30,neighborhood_hash_d6b91562dee3,2022-05-28,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000160,REC_2022_05_24_30,neighborhood_hash_d93be31d5fa5,2022-05-27,24,0,0,24,1,24,3,true,false,false
AGG_v1um_000161,REC_2022_05_24_30,neighborhood_hash_d93be31d5fa5,2022-05-28,63,0,0,63,1,63,3,true,false,false
AGG_v1um_000162,REC_2022_05_24_30,neighborhood_hash_d93be31d5fa5,2022-05-29,66,0,0,66,1,66,3,true,false,false
AGG_v1um_000163,REC_2022_05_24_30,neighborhood_hash_d93be31d5fa5,2022-05-30,168,0,0,168,1,168,3,true,false,false
AGG_v1um_000164,REC_2022_05_24_30,neighborhood_hash_d963fa90cf1d,2022-05-26,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000165,REC_2022_05_24_30,neighborhood_hash_e4910de86bf8,2022-05-24,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000166,REC_2022_05_24_30,neighborhood_hash_e4910de86bf8,2022-05-25,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000167,REC_2022_05_24_30,neighborhood_hash_e4910de86bf8,2022-05-26,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000168,REC_2022_05_24_30,neighborhood_hash_e4910de86bf8,2022-05-27,6,0,0,6,1,6,3,true,false,false
AGG_v1um_000169,REC_2022_05_24_30,neighborhood_hash_eaa7f5a5b646,2022-05-24,42,0,0,42,1,42,3,true,false,false
AGG_v1um_000170,REC_2022_05_24_30,neighborhood_hash_eaa7f5a5b646,2022-05-26,15,0,0,15,1,15,3,true,false,false
AGG_v1um_000171,REC_2022_05_24_30,neighborhood_hash_eaa7f5a5b646,2022-05-27,54,0,0,54,1,54,3,true,false,false
AGG_v1um_000172,REC_2022_05_24_30,neighborhood_hash_eaa7f5a5b646,2022-05-29,15,0,0,15,1,15,3,true,false,false
AGG_v1um_000173,REC_2022_05_24_30,neighborhood_hash_eaa7f5a5b646,2022-05-30,21,0,0,21,1,21,3,true,false,false
AGG_v1um_000174,REC_2022_05_24_30,neighborhood_hash_ed4bc1a4f190,2022-05-24,42,0,0,42,1,42,3,true,false,false
AGG_v1um_000175,REC_2022_05_24_30,neighborhood_hash_ed4bc1a4f190,2022-05-25,39,0,0,39,1,39,3,true,false,false
AGG_v1um_000176,REC_2022_05_24_30,neighborhood_hash_ed4bc1a4f190,2022-05-26,15,0,0,15,1,15,3,true,false,false
AGG_v1um_000177,REC_2022_05_24_30,neighborhood_hash_f6513f9c362e,2022-05-28,3,0,0,3,1,3,3,true,false,false
AGG_v1um_000178,REC_2022_05_24_30,neighborhood_hash_ffc98583ffbc,2022-05-30,3,0,0,3,1,3,3,true,false,false
