target_id,review_packet_id,event_patch_package_id,candidate_id,region,city,event_date,source_name,source_type,source_url_or_reference,target_origin,search_status,can_create_ground_truth,can_create_patch_truth,can_create_label,can_create_negative,can_train_model,secondary_evidence_is_not_ground_truth,digitization_review_candidate_is_not_label,textual_location_is_not_geometry,official_report_is_not_boundary,quickview_is_not_validated_product,susceptibility_is_not_observed_event,rainfall_is_not_flood_extent,patch_boundary_is_not_event_geometry,raw_data_versioned
TARGET_v2bb_0028,ARP_v2az_0004,FACT_v2at_0004,PET_2022_03_20_21,Petropolis,Petropolis,2022-03-20,Fontes técnicas complementares pendentes de revisão,TECHNICAL_REPORT,NOT_ACQUIRED_PUBLIC_REVIEW_REQUIRED,REUSED_V2BA_AUDITED_SOURCE,REGISTERED_LOCAL_REFERENCE,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0029,ARP_v2az_0004,FACT_v2at_0004,PET_2022_03_20_21,Petropolis,Petropolis,2022-03-20,Defesa Civil municipal/estadual,CIVIL_DEFENSE,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0030,ARP_v2az_0004,FACT_v2at_0004,PET_2022_03_20_21,Petropolis,Petropolis,2022-03-20,Prefeitura e secretarias municipais,MUNICIPAL_OFFICIAL,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0031,ARP_v2az_0004,FACT_v2at_0004,PET_2022_03_20_21,Petropolis,Petropolis,2022-03-20,Boletins oficiais e relatorios de ocorrencia,OFFICIAL_BULLETIN,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0032,ARP_v2az_0004,FACT_v2at_0004,PET_2022_03_20_21,Petropolis,Petropolis,2022-03-20,Portal de transparencia e noticias oficiais,OFFICIAL_NEWS,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0033,ARP_v2az_0004,FACT_v2at_0004,PET_2022_03_20_21,Petropolis,Petropolis,2022-03-20,Materias jornalisticas datadas,JOURNALISTIC,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0034,ARP_v2az_0004,FACT_v2at_0004,PET_2022_03_20_21,Petropolis,Petropolis,2022-03-20,Cemaden alerta/estacao/ocorrencia,CEMADEN,https://mapainterativo.cemaden.gov.br/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0035,ARP_v2az_0004,FACT_v2at_0004,PET_2022_03_20_21,Petropolis,Petropolis,2022-03-20,ANA HidroWeb componente hidrologico,ANA_HIDROWEB,https://www.snirh.gov.br/hidroweb/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0036,ARP_v2az_0004,FACT_v2at_0004,PET_2022_03_20_21,Petropolis,Petropolis,2022-03-20,SGB CPRM contexto de risco,SUSCEPTIBILITY,https://geosgb.sgb.gov.br/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0037,ARP_v2az_0004,FACT_v2at_0004,PET_2022_03_20_21,Petropolis,Petropolis,2022-03-20,Copernicus EMS produto,COPERNICUS,https://emergency.copernicus.eu/mapping/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0038,ARP_v2az_0004,FACT_v2at_0004,PET_2022_03_20_21,Petropolis,Petropolis,2022-03-20,International Charter product vs quickview,INTERNATIONAL_CHARTER,https://disasterscharter.org/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0039,ARP_v2az_0004,FACT_v2at_0004,PET_2022_03_20_21,Petropolis,Petropolis,2022-03-20,Sentinel VHR apoio visual,REVIEW_VISUAL,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0040,ARP_v2az_0007,FACT_v2at_0007,CTB_2022_01_15_16,Curitiba,Curitiba,2022-01-15,Prefeitura de Curitiba,OFFICIAL_MUNICIPAL,https://www.curitiba.pr.gov.br/noticias/defesa-civil-alerta-para-mais-chuva-durante-a-madrugada/62283,REUSED_V2BA_AUDITED_SOURCE,REGISTERED_LOCAL_REFERENCE,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0041,ARP_v2az_0007,FACT_v2at_0007,CTB_2022_01_15_16,Curitiba,Curitiba,2022-01-15,TopView / Banda B,LOCAL_NEWS,NOT_ACQUIRED_PUBLIC_REVIEW_REQUIRED,REUSED_V2BA_AUDITED_SOURCE,REGISTERED_LOCAL_REFERENCE,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0042,ARP_v2az_0007,FACT_v2at_0007,CTB_2022_01_15_16,Curitiba,Curitiba,2022-01-15,Defesa Civil municipal/estadual,CIVIL_DEFENSE,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0043,ARP_v2az_0007,FACT_v2at_0007,CTB_2022_01_15_16,Curitiba,Curitiba,2022-01-15,Prefeitura e secretarias municipais,MUNICIPAL_OFFICIAL,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0044,ARP_v2az_0007,FACT_v2at_0007,CTB_2022_01_15_16,Curitiba,Curitiba,2022-01-15,Boletins oficiais e relatorios de ocorrencia,OFFICIAL_BULLETIN,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0045,ARP_v2az_0007,FACT_v2at_0007,CTB_2022_01_15_16,Curitiba,Curitiba,2022-01-15,Portal de transparencia e noticias oficiais,OFFICIAL_NEWS,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0046,ARP_v2az_0007,FACT_v2at_0007,CTB_2022_01_15_16,Curitiba,Curitiba,2022-01-15,Materias jornalisticas datadas,JOURNALISTIC,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0047,ARP_v2az_0007,FACT_v2at_0007,CTB_2022_01_15_16,Curitiba,Curitiba,2022-01-15,Cemaden alerta/estacao/ocorrencia,CEMADEN,https://mapainterativo.cemaden.gov.br/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0048,ARP_v2az_0007,FACT_v2at_0007,CTB_2022_01_15_16,Curitiba,Curitiba,2022-01-15,ANA HidroWeb componente hidrologico,ANA_HIDROWEB,https://www.snirh.gov.br/hidroweb/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0049,ARP_v2az_0007,FACT_v2at_0007,CTB_2022_01_15_16,Curitiba,Curitiba,2022-01-15,SGB CPRM contexto de risco,SUSCEPTIBILITY,https://geosgb.sgb.gov.br/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0050,ARP_v2az_0007,FACT_v2at_0007,CTB_2022_01_15_16,Curitiba,Curitiba,2022-01-15,Copernicus EMS produto,COPERNICUS,https://emergency.copernicus.eu/mapping/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0051,ARP_v2az_0007,FACT_v2at_0007,CTB_2022_01_15_16,Curitiba,Curitiba,2022-01-15,International Charter product vs quickview,INTERNATIONAL_CHARTER,https://disasterscharter.org/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0052,ARP_v2az_0007,FACT_v2at_0007,CTB_2022_01_15_16,Curitiba,Curitiba,2022-01-15,Sentinel VHR apoio visual,REVIEW_VISUAL,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0053,ARP_v2az_0008,FACT_v2at_0008,CTB_2024_02_18_20,Curitiba,Curitiba,2024-02-18,Prefeitura de Curitiba,OFFICIAL_MUNICIPAL,https://www.curitiba.pr.gov.br/noticias/prefeitura-de-curitiba-trabalha-para-diminuir-transtornos-causados-pelas-chuvas/72313,REUSED_V2BA_AUDITED_SOURCE,REGISTERED_LOCAL_REFERENCE,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0054,ARP_v2az_0008,FACT_v2at_0008,CTB_2024_02_18_20,Curitiba,Curitiba,2024-02-18,Banda B / recorrência de alagamentos no Cajuru,LOCAL_NEWS,NOT_ACQUIRED_PUBLIC_REVIEW_REQUIRED,REUSED_V2BA_AUDITED_SOURCE,REGISTERED_LOCAL_REFERENCE,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0055,ARP_v2az_0008,FACT_v2at_0008,CTB_2024_02_18_20,Curitiba,Curitiba,2024-02-18,Defesa Civil municipal/estadual,CIVIL_DEFENSE,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0056,ARP_v2az_0008,FACT_v2at_0008,CTB_2024_02_18_20,Curitiba,Curitiba,2024-02-18,Prefeitura e secretarias municipais,MUNICIPAL_OFFICIAL,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0057,ARP_v2az_0008,FACT_v2at_0008,CTB_2024_02_18_20,Curitiba,Curitiba,2024-02-18,Boletins oficiais e relatorios de ocorrencia,OFFICIAL_BULLETIN,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0058,ARP_v2az_0008,FACT_v2at_0008,CTB_2024_02_18_20,Curitiba,Curitiba,2024-02-18,Portal de transparencia e noticias oficiais,OFFICIAL_NEWS,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0059,ARP_v2az_0008,FACT_v2at_0008,CTB_2024_02_18_20,Curitiba,Curitiba,2024-02-18,Materias jornalisticas datadas,JOURNALISTIC,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0060,ARP_v2az_0008,FACT_v2at_0008,CTB_2024_02_18_20,Curitiba,Curitiba,2024-02-18,Cemaden alerta/estacao/ocorrencia,CEMADEN,https://mapainterativo.cemaden.gov.br/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0061,ARP_v2az_0008,FACT_v2at_0008,CTB_2024_02_18_20,Curitiba,Curitiba,2024-02-18,ANA HidroWeb componente hidrologico,ANA_HIDROWEB,https://www.snirh.gov.br/hidroweb/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0062,ARP_v2az_0008,FACT_v2at_0008,CTB_2024_02_18_20,Curitiba,Curitiba,2024-02-18,SGB CPRM contexto de risco,SUSCEPTIBILITY,https://geosgb.sgb.gov.br/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0063,ARP_v2az_0008,FACT_v2at_0008,CTB_2024_02_18_20,Curitiba,Curitiba,2024-02-18,Copernicus EMS produto,COPERNICUS,https://emergency.copernicus.eu/mapping/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0064,ARP_v2az_0008,FACT_v2at_0008,CTB_2024_02_18_20,Curitiba,Curitiba,2024-02-18,International Charter product vs quickview,INTERNATIONAL_CHARTER,https://disasterscharter.org/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0065,ARP_v2az_0008,FACT_v2at_0008,CTB_2024_02_18_20,Curitiba,Curitiba,2024-02-18,Sentinel VHR apoio visual,REVIEW_VISUAL,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0066,ARP_v2az_0009,FACT_v2at_0009,PET_2024_03_21_28,Petropolis,Petropolis,2024-03-21,Prefeitura de Petrópolis,OFFICIAL_MUNICIPAL,https://www.petropolis.rj.gov.br/pmp/index.php/noticias/item/21454-prefeitura-e-cef-buscam-liberacao-de-fgts-para-moradores-de-areas-atingidas-pelas-chuvas,REUSED_V2BA_AUDITED_SOURCE,REGISTERED_LOCAL_REFERENCE,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0067,ARP_v2az_0009,FACT_v2at_0009,PET_2024_03_21_28,Petropolis,Petropolis,2024-03-21,Copernicus Global Flood Monitoring,COPERNICUS_PRODUCT,https://global-flood.emergency.copernicus.eu/react/news/166-flooding-in-espirito-santo-and-rio-de-janeiro-states-brazil-march-2024/,REUSED_V2BA_AUDITED_SOURCE,REGISTERED_LOCAL_REFERENCE,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0068,ARP_v2az_0009,FACT_v2at_0009,PET_2024_03_21_28,Petropolis,Petropolis,2024-03-21,Defesa Civil municipal/estadual,CIVIL_DEFENSE,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0069,ARP_v2az_0009,FACT_v2at_0009,PET_2024_03_21_28,Petropolis,Petropolis,2024-03-21,Prefeitura e secretarias municipais,MUNICIPAL_OFFICIAL,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0070,ARP_v2az_0009,FACT_v2at_0009,PET_2024_03_21_28,Petropolis,Petropolis,2024-03-21,Boletins oficiais e relatorios de ocorrencia,OFFICIAL_BULLETIN,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0071,ARP_v2az_0009,FACT_v2at_0009,PET_2024_03_21_28,Petropolis,Petropolis,2024-03-21,Portal de transparencia e noticias oficiais,OFFICIAL_NEWS,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0072,ARP_v2az_0009,FACT_v2at_0009,PET_2024_03_21_28,Petropolis,Petropolis,2024-03-21,Materias jornalisticas datadas,JOURNALISTIC,MANUAL_REFERENCE,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0073,ARP_v2az_0009,FACT_v2at_0009,PET_2024_03_21_28,Petropolis,Petropolis,2024-03-21,Cemaden alerta/estacao/ocorrencia,CEMADEN,https://mapainterativo.cemaden.gov.br/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
TARGET_v2bb_0074,ARP_v2az_0009,FACT_v2at_0009,PET_2024_03_21_28,Petropolis,Petropolis,2024-03-21,ANA HidroWeb componente hidrologico,ANA_HIDROWEB,https://www.snirh.gov.br/hidroweb/,EXPANDED_SECONDARY_TARGET,PENDING_SECONDARY_REVIEW,false,false,false,false,false,true,true,true,true,true,true,true,true,false
