dino_attachment_id,event_patch_candidate_id,event_id,patch_id,region,dino_registry,dino_review_support_status,dino_usage,can_create_training_label,notes
DINO_v1us_00000,EPC_v1us_00000,PET_2022_02_15,PET_00016,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00076,EPC_v1us_00076,PET_2024_03_21_28,PET_00579,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00077,EPC_v1us_00077,PET_2024_03_21_28,PET_00614,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00078,EPC_v1us_00078,PET_2024_03_21_28,PET_00615,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00079,EPC_v1us_00079,PET_2024_03_21_28,PET_00617,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00080,EPC_v1us_00080,PET_2024_03_21_28,PET_00618,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00081,EPC_v1us_00081,PET_2024_03_21_28,PET_00641,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00082,EPC_v1us_00082,PET_2024_03_21_28,PET_00649,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00083,EPC_v1us_00083,PET_2024_03_21_28,PET_00652,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00084,EPC_v1us_00084,PET_2024_03_21_28,PET_00720,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00085,EPC_v1us_00085,PET_2024_03_21_28,PET_00756,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00086,EPC_v1us_00086,PET_2024_03_21_28,PET_00789,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00087,EPC_v1us_00087,PET_2024_03_21_28,PET_00823,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00088,EPC_v1us_00088,PET_2024_03_21_28,PET_00825,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00089,EPC_v1us_00089,PET_2024_03_21_28,PET_00829,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00090,EPC_v1us_00090,PET_2024_03_21_28,PET_00860,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00091,EPC_v1us_00091,PET_2024_03_21_28,PET_00863,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00092,EPC_v1us_00092,PET_2024_03_21_28,PET_00865,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00093,EPC_v1us_00093,PET_2024_03_21_28,PET_00916,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00094,EPC_v1us_00094,PET_2024_03_21_28,PET_00986,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00095,EPC_v1us_00095,PET_2024_03_21_28,PET_01307,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00096,EPC_v1us_00096,PET_2024_03_21_28,PET_01323,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00097,EPC_v1us_00097,PET_2024_03_21_28,PET_01349,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00098,EPC_v1us_00098,PET_2024_03_21_28,PET_01352,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00099,EPC_v1us_00099,PET_2024_03_21_28,PET_01386,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00100,EPC_v1us_00100,PET_2024_03_21_28,PET_01403,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00101,EPC_v1us_00101,PET_2024_03_21_28,PET_01458,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00102,EPC_v1us_00102,PET_2024_03_21_28,PET_01478,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00103,EPC_v1us_00103,PET_2024_03_21_28,PET_01483,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00104,EPC_v1us_00104,PET_2024_03_21_28,PET_01488,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00105,EPC_v1us_00105,PET_2024_03_21_28,PET_01495,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
