artifact_id,stage,artifact_type,path,exists,non_empty,sha256,row_count,column_count,schema_status,role_in_appendix,safe_use,forbidden_use
ART_v2am_0011,v2ai,dataset_csv,datasets/protocolo_c/v2ai_guardrail_regression.csv,true,true,f4ae83d0990f0da7c66ab56d90b7b9c6a8d3322ddae2d5362e6d4299289e6611,75,7,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0012,v2ai,dataset_csv,datasets/protocolo_c/v2ai_next_actions_registry.csv,true,true,252c546641477e0632906c2f7483477f25256f50b6ffd5e65ed6735541fa1153,5,8,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0013,v2ai,dataset_csv,datasets/protocolo_c/v2ai_review_assignment_registry.csv,true,true,837ed3a35bb978d56102fa515d762ca63b2d32f0f1e7b8b1ef783d05f6ff9832,344,14,schema_ok,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0014,v2ai,dataset_csv,datasets/protocolo_c/v2ai_review_outcome_registry.csv,true,true,da62ba4de5cea1df71269d276241a7da81abe53d57421b786ee1c48da5667c76,172,12,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0015,v2ai,dataset_csv,datasets/protocolo_c/v2ai_reviewer_decision_template.csv,true,true,b6f28b7d08e416314e978b8db6681fd376eb2cfce2690faf113843d50b40a7cd,344,13,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0016,v2ai,dataset_csv,datasets/protocolo_c/v2ai_safe_promotion_blockers.csv,true,true,6f070ee48e015bc8be8bd4777914eb4cf4d9261fb380e9088a625be5ec8754ed,172,11,schema_ok,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0017,v2ai,dataset_csv,datasets/protocolo_c/v2ai_uncertainty_registry.csv,true,true,da7bfc4c8bb3129c8923eb7dc745f13dac00bdcd9be63aa5523d59e1c9f72173,172,12,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0018,v2aj,dataset_csv,datasets/protocolo_c/v2aj_completion_report.csv,true,true,1001178fde4ae9c49ad57489c6aa1796f9786e2f291495fd5ecb060a7844e0f5,13,5,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0019,v2aj,dataset_csv,datasets/protocolo_c/v2aj_guardrail_regression.csv,true,true,1241f1f37f2a6fe18e906882ffb1cf53c6e78859229078aad2a4b8fade36e215,135,7,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0020,v2aj,dataset_csv,datasets/protocolo_c/v2aj_methodological_limitations_export.csv,true,true,02919cbc860e371fe7b40904c440cd091e2194abdd6e6306f0f66af76346da92,9,8,schema_ok,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0021,v2aj,dataset_csv,datasets/protocolo_c/v2aj_next_actions_registry.csv,true,true,cd4c8fcd4b89256651fbb885b5d7c4f197bb9c895d0b040fc603518a181673fd,6,8,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0022,v2aj,dataset_csv,datasets/protocolo_c/v2aj_orientation_meeting_packet.csv,true,true,bc14ac1e33af5009836183f5078cd7d8fe5e7a4c4e7958805003bf7123343efe,5,7,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0023,v2aj,dataset_csv,datasets/protocolo_c/v2aj_results_tables_export_registry.csv,true,true,0ec7973a877513ad110212f2b1a90e9d3be4009a14fe900b643e8d58e7ca13a8,7,10,schema_ok,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0024,v2aj,dataset_csv,datasets/protocolo_c/v2aj_review_guide_registry.csv,true,true,ea1467a5c32c1068b617064d6afe1264ab3760e2f8bb31944b380136de63f5bb,8,8,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0025,v2aj,dataset_csv,datasets/protocolo_c/v2aj_tcc_evidence_summary_table.csv,true,true,deafffaf034a8016e23603f4a114d60ca0a07d1e65964e6b0edd625dfa792812,9,7,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0026,v2aj,dataset_csv,datasets/protocolo_c/v2aj_tcc_protocol_c_claims_matrix.csv,true,true,b24910cfeac6815d2f76bebc6dd83a5b3cbb3aea879b145c5463cbfc5e8e1661,10,10,schema_ok,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0027,v2ak,dataset_csv,datasets/protocolo_c/v2ak_claim_usage_audit.csv,true,true,f0a22aef0b2ba7e593ea7f67909da2a09cb12153f419d1999e2dff21055d835a,4,10,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0028,v2ak,dataset_csv,datasets/protocolo_c/v2ak_completion_report.csv,true,true,0c5fefef029968dd8a0f8d9e775acfb4decf4ead28fbae987872c207edf0197b,10,5,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0029,v2ak,dataset_csv,datasets/protocolo_c/v2ak_guardrail_regression.csv,true,true,7423c519f0d33ec34c5e7fc1756b735d2ee2f8dea692a13f4f2a4c344a27fc2e,65,7,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0030,v2ak,dataset_csv,datasets/protocolo_c/v2ak_next_actions_registry.csv,true,true,69fd44a3210d940138ac2500ba2c3e76c07f116966434d4e5bff972bcfa688be,6,8,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0031,v2ak,dataset_csv,datasets/protocolo_c/v2ak_safe_language_glossary.csv,true,true,b2eb44e2f77a76189b0bc9681a7d8f4cb39301ac2d6f37a02107fd729a05d9bb,17,7,schema_ok,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0032,v2ak,dataset_csv,datasets/protocolo_c/v2ak_writeup_traceability_matrix.csv,true,true,4456425d469373acdf4b9e540a7c65f7f520ec4af0dbe46f543a88506b6ea3d3,7,11,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0033,v2al,dataset_csv,datasets/protocolo_c/v2al_claim_alignment_audit.csv,true,true,54b83c8ebd5e23afa0111be66eb666977ac242cffef21b09de8e0bfd579f6ffe,6,10,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0034,v2al,dataset_csv,datasets/protocolo_c/v2al_completion_report.csv,true,true,09a3317c8d06948b5197667ab2c54976ed3f112335fec990f83e000162864e9f,12,5,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0035,v2al,dataset_csv,datasets/protocolo_c/v2al_manuscript_candidate_registry.csv,true,true,d0def180a1ce6531cee33f5a1f83f15f35ebdcf3e607b1fd23da264e6b20983a,517,11,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0036,v2al,dataset_csv,datasets/protocolo_c/v2al_manuscript_patch_plan.csv,true,true,276fdfba780d3e6121c0fbc0d6749de5089c15814b9cfa0dd1a7f3fa9c1c3536,350,8,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0037,v2al,dataset_csv,datasets/protocolo_c/v2al_next_actions_registry.csv,true,true,69c10c6847aec1ec65bcbc7eaec4695c498bad2a8dbf49ed6a8bdfc3334b4645,6,8,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0038,v2al,dataset_csv,datasets/protocolo_c/v2al_orientador_review_packet.csv,true,true,6084589b46c2c904b3339651e17f78bbc6a7888e663f2bca7b0de4583ef3a34a,9,5,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0039,v2al,dataset_csv,datasets/protocolo_c/v2al_safe_language_regression.csv,true,true,f8fd78e9a65fa2dd8d3e760bb7ea27f589a68d1d3615208622be41cc4aa6f3f0,168,7,present_unverified,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0040,v2al,dataset_csv,datasets/protocolo_c/v2al_section_insertion_matrix.csv,true,true,3cc9813b0405b651e4eeb524e3a803ff0ac2292ce51c977a0d83a82bae956b42,5,9,schema_ok,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0041,v2al,dataset_csv,datasets/protocolo_c/v2al_table_caption_export.csv,true,true,2b54491f22a39e2895ad79798c6969cd2f29bdabe8fefe7c8a980dea8b47bcf2,7,8,schema_ok,appendix_data_table,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0042,v2ak,doc_text,docs/tcc_exports/protocolo_c_v2ak_completion_report.md,true,true,3e57eafbb259f676f533f710091a37ebcacb1b3a9290010e7570b43562fce027,20,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0043,v2ak,doc_text,docs/tcc_exports/protocolo_c_v2ak_discussao_draft.md,true,true,fdf81288dea68afafebe6950890faf198cfb655d7baa3e80289062949531b14d,24,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0044,v2ak,doc_text,docs/tcc_exports/protocolo_c_v2ak_limitacoes_trabalhos_futuros_draft.md,true,true,b249de00deba36c441decb2b7d248f23cd5f4bb0c9bb46cef724c69c60e9eca8,20,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0045,v2ak,doc_text,docs/tcc_exports/protocolo_c_v2ak_metodologia_draft.md,true,true,7acc19ffb95bbddad40e630f0a040f5697f70f9595f58cc4b5e9f0c79953c6ea,24,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0046,v2ak,doc_text,docs/tcc_exports/protocolo_c_v2ak_orientador_briefing.md,true,true,2e51fc1d3d4e2826f87f3f9fdfd06f0092546148072b9a536fb65a16348ad82e,26,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0047,v2ak,doc_text,docs/tcc_exports/protocolo_c_v2ak_resultados_draft.md,true,true,89d94a27c4fcfeb3667d0d6fea906f4aa721d588cd3239417e271d664dc96ac8,24,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0048,v2ak,doc_text,docs/tcc_exports/protocolo_c_v2ak_safe_language_glossary.md,true,true,fbca69fbcfd4e1ae08b5add20c935dd832edeb65bb3d7fdbb6c4df5b27e53e5a,30,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0049,v2al,doc_text,docs/tcc_exports/v2al_manuscript_integration/v2al_completion_report.md,true,true,05e267e4b4b438dc3b4d342e9c2b850307fa71a76c5c5a6c8bc3655088ee379b,16,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0050,v2al,doc_text,docs/tcc_exports/v2al_manuscript_integration/v2al_discussao_section_candidate.md,true,true,a73f405754f19c77f263f68adeb488dac30a7a3623891ef8fe508ef154d54d2c,28,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0051,v2al,doc_text,docs/tcc_exports/v2al_manuscript_integration/v2al_discussao_section_candidate.tex,true,true,258c7e7cfbfb112b90c55112a8d3f2b7a491f0dcb11f552bb61a8b95a948ec70,20,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0052,v2al,doc_text,docs/tcc_exports/v2al_manuscript_integration/v2al_limitacoes_trabalhos_futuros_section_candidate.md,true,true,f1ea335d55d2abb3617b6b9c6df1c3e05b4bd159bfa03d0061636729a0b87b8e,24,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0053,v2al,doc_text,docs/tcc_exports/v2al_manuscript_integration/v2al_limitacoes_trabalhos_futuros_section_candidate.tex,true,true,ceeac7562d274b3c91c560b8fb9a16a79597b1c4fc454e1febae5a7aa6b10052,16,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0054,v2al,doc_text,docs/tcc_exports/v2al_manuscript_integration/v2al_manual_patch_plan.md,true,true,7aa1727b0518d525ab95c3b0d6da6e32b497cbbd69550f33818a453bf4cfcf66,2457,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0055,v2al,doc_text,docs/tcc_exports/v2al_manuscript_integration/v2al_metodologia_section_candidate.md,true,true,00ee6760f806326707c165f0a4ac111592d07e1400e5bdff0bc128148bedfeb0,28,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0056,v2al,doc_text,docs/tcc_exports/v2al_manuscript_integration/v2al_metodologia_section_candidate.tex,true,true,96009adfe89490019868aa6ac934f671cac04ca35e7dd27af9128a7c5ec607e2,20,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0057,v2al,doc_text,docs/tcc_exports/v2al_manuscript_integration/v2al_orientador_review_packet.md,true,true,0e102240e47b02ca59a9a54c56ad802e2a57412cc549552c660883db770718bf,29,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0058,v2al,doc_text,docs/tcc_exports/v2al_manuscript_integration/v2al_resultados_section_candidate.md,true,true,6834b4886b6d4b1ea7ece7a34fab9766c25a2f24ff9d87ed6d648746e3e2a6df,28,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0059,v2al,doc_text,docs/tcc_exports/v2al_manuscript_integration/v2al_resultados_section_candidate.tex,true,true,101b0b3d5f75149f5ef9fb89922df5475308651d6031bbbe702486fef960313d,20,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0060,v2al,doc_text,docs/tcc_exports/v2al_manuscript_integration/v2al_safe_table_captions.md,true,true,004ddff37d308e8f895b9a11751bd50e371dc776be40618e5b74a9ffdb2b260f,49,0,present_unverified,appendix_narrative_or_section,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0061,v2ah,config_yaml,configs/protocolo_c/v2ah_candidate_review_policy.yaml,true,true,31ed898bb207734973673fabbd25f257d7a131864b9bb3c401aeed128187600f,13,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0062,v2ah,config_yaml,configs/protocolo_c/v2ah_guardrail_policy.yaml,true,true,76293e61a1615d23fb3f21c20db5288461ee2c27e1c0de48ea8d41b4c1bf549c,16,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0063,v2ah,config_yaml,configs/protocolo_c/v2ah_reopen_conditions_policy.yaml,true,true,ef57baa6f1fefe32d2b743654589a5d7f483b9ec0e16ac45e7f0bca571fea15c,11,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0064,v2ah,config_yaml,configs/protocolo_c/v2ah_safe_tcc_export_policy.yaml,true,true,53353625e32e4e10a0a0c1a658172674fa77e6e591fc43bd53fb0b4264a82322,17,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0065,v2ah,config_yaml,configs/protocolo_c/v2ah_sampling_policy.yaml,true,true,208fcb4d164d637e7e540b94ca5af362af4765f593a4980e68122eca9716ffd4,6,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0066,v2ah,config_yaml,configs/protocolo_c/v2ah_stop_gate_policy.yaml,true,true,6887acdd360a4dea940577a3eb4f1241076b5b2f11c72c8e33cf4fab7d566263,10,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0067,v2ai,config_yaml,configs/protocolo_c/v2ai_adjudication_policy.yaml,true,true,0c0d01e850974f629afc2b02cafa3cc1ec73373ea8b8b00e72304f8a7282b446,6,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0068,v2ai,config_yaml,configs/protocolo_c/v2ai_guardrail_policy.yaml,true,true,a61ff73aaef9bc8110ec7f9f99bff3cf05b20d0df26bf69a1e264864079e3bbf,23,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0069,v2ai,config_yaml,configs/protocolo_c/v2ai_review_assignment_policy.yaml,true,true,d87e470fdc9725d04086dea84ffbb791b1d1ec86c64de69740ea4ff33dedb89b,14,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0070,v2ai,config_yaml,configs/protocolo_c/v2ai_reviewer_decision_policy.yaml,true,true,29ebf4426d89ba44332a545be3c02aeccb02eb2f986f683407543e00c99fadd6,6,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0071,v2ai,config_yaml,configs/protocolo_c/v2ai_safe_promotion_policy.yaml,true,true,aaac9843fd6ce639d7c396516108a67ac83478105fbd9fdfa4159f4852677fc2,9,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0072,v2ai,config_yaml,configs/protocolo_c/v2ai_uncertainty_policy.yaml,true,true,dcc3930eaf8d36a98da064e79f5e37735c200e85166c49e0c00a9c99120ed388,5,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0073,v2aj,config_yaml,configs/protocolo_c/v2aj_claims_matrix_policy.yaml,true,true,7763bbe90311defe2d659fbec5ff49c344e8e71deeca758254fb2270ab408794,13,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0074,v2aj,config_yaml,configs/protocolo_c/v2aj_evidence_summary_policy.yaml,true,true,877e9804fc9e3913773e49277134f3531719b8295a5ed7e2c1dfc0fde093b1bb,7,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0075,v2aj,config_yaml,configs/protocolo_c/v2aj_guardrail_policy.yaml,true,true,adcad4d585f0e801abb8f865c849d6977c425484b1a00997bb0bd722e133fbb5,21,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0076,v2aj,config_yaml,configs/protocolo_c/v2aj_limitations_export_policy.yaml,true,true,1dd3449828e907fa83391ca0f7032a5be2296f581a20ac3919605002e92988ed,4,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0077,v2aj,config_yaml,configs/protocolo_c/v2aj_markdown_report_policy.yaml,true,true,dc21d5d7e8288414d61328ea0b7f6c4e46a61a56e42089349dda1aa2efe64218,5,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0078,v2aj,config_yaml,configs/protocolo_c/v2aj_orientation_packet_policy.yaml,true,true,8f9442d706672374adfcfa14247496e53683e02a6d17a569d43d25aceb429cf7,5,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0079,v2aj,config_yaml,configs/protocolo_c/v2aj_results_tables_policy.yaml,true,true,8c294dbfec5b27832cadabb71325f3db5fc469991364b1fc7a99c668b79881c8,15,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0080,v2aj,config_yaml,configs/protocolo_c/v2aj_review_guide_policy.yaml,true,true,775a8d71fe8ca41afe1856daa73f06e3021dc959c6feb07370cd3430226424ed,9,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0081,v2ak,config_yaml,configs/protocolo_c/v2ak_claim_usage_audit_policy.yaml,true,true,ab71b32f4a985fb41817db4f7adedf1e83665e4746845fe593be7c895d8ee0dc,14,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0082,v2ak,config_yaml,configs/protocolo_c/v2ak_discussao_policy.yaml,true,true,caa4dedfe08b20bbb27765a79770e53316de8994b4ab9d7c70380ecee8ace7ce,8,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0083,v2ak,config_yaml,configs/protocolo_c/v2ak_guardrail_policy.yaml,true,true,e95f7553e64c2faa997646f49775632d245fa1eae80a213662e3797e42fef5cb,12,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0084,v2ak,config_yaml,configs/protocolo_c/v2ak_limitacoes_policy.yaml,true,true,82e55e35c97a67fd511cd2e812fd0b5c822ae25dae02ece7b141152b3c802ca7,13,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0085,v2ak,config_yaml,configs/protocolo_c/v2ak_metodologia_policy.yaml,true,true,a061da39df5627fc8c75df4e3c17ec822bdd05dd3f02379e4dc67b45e6ccd587,8,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
