canonical_patch_id,region,normalized_asset_count,clean_temporal_asset_count,unique_acquisition_dates_count,unique_acquisition_dates,s2_clean_asset_count,s1_clean_asset_count,dinov2_clean_asset_count,has_1_date,has_2_dates,has_3plus_dates,eligible_for_temporal_embedding_drift,temporal_coverage_status,remaining_blockers,next_required_action
CUR-00357,Curitiba,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_00038,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00249,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00350,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00357,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00367,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00402,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00409,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00410,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00413,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00416,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00445,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00446,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00597,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00661,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00662,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00695,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00728,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00740,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00887,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00888,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00889,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00895,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00899,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00924,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00930,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00934,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00936,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00960,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00969,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00977,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00992,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_00995,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_01,Curitiba,2,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_01012,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_01015,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_01030,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_01040,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_01050,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_01059,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_01065,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_01075,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_01101,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_01145,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_01324,Curitiba,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
CUR_02,Curitiba,2,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_03,Curitiba,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_04,Curitiba,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_05,Curitiba,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_06,Curitiba,2,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_07,Curitiba,2,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_08,Curitiba,2,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_09,Curitiba,2,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_10,Curitiba,2,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_11,Curitiba,2,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_12,Curitiba,2,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_13,Curitiba,2,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_14,Curitiba,2,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_P001,Curitiba,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_P002,Curitiba,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_P003,Curitiba,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
CUR_P004,Curitiba,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
FACT_v2at_0002,Curitiba,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
FACT_v2at_0005,Recife,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
FACT_v2at_0007,Curitiba,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
FACT_v2at_0008,Curitiba,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PATCH_LINKAGE_MISSING,unknown,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_AMBIGUOUS_REPAIR,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET-00016,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET-00104,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET-00119,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET-00140,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_00016,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00104,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00119,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00140,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00240,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00257,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00275,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
