canonical_patch_id,raw_patch_id,geometry_patch_id,region,mapping_status,designation_status,designation_method,designation_confidence,tif_filename,tif_epsg,tif_bounds_left,tif_bounds_bottom,tif_bounds_right,tif_bounds_top,tif_center_x,tif_center_y,npy_available,v1d_bbox_xmin,v1d_bbox_ymin,v1d_bbox_xmax,v1d_bbox_ymax,v1d_centroid_x,v1d_centroid_y,v1d_bbox_crs,crs_candidate_official,gen_log_qa_final,sel_recommended_action,patch_bound_validated,pixel_reads,spatial_ops,notes
PET_09,petropolis_00504,PETROPOLIS_00009,Petropolis,MAPPED,NO_MATCHING_SENTINEL_TIF_MAPPED,N/A,NONE,,,,,,,,,False,-43.19099886046659,-22.486197099204848,-43.1820157076254,-22.47789667140121,-43.186507284046,-22.482046885303028,WGS84_DEGREES,EPSG:31983,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 9 in Petropolis sequence). No sentinel TIF found for raw_patch_id=petropolis_00504. Canonical patch MAPPED but no TIF in patch inventory.
PET_10,petropolis_00507,PETROPOLIS_00010,Petropolis,MAPPED,DESIGNATED_BY_DETERMINISTIC_ORDER_NEEDS_REVIEW,V1D_ROW_ORDER,MEDIUM,patch_petropolis_00507.tif,32723,688860.0,7512170.0,689830.0,7513130.0,689345.0,7512650.0,True,-43.16404940194301,-22.486197099204848,-43.15506624910181,-22.47789667140121,-43.15955782552241,-22.482046885303028,WGS84_DEGREES,EPSG:31983,PASS,keep_core_visual_subset,0/59 LOCKED,0,0,Binding via v1d row order (rank 10 in Petropolis sequence). TIF header read by v1fl (rasterio header-only; 0 pixel reads). Confidence MEDIUM: row order not spatially verified. SIG zip: SIG_ZIP_VALID_CONTENT_LISTED_SIZE_MISMATCH_NEEDS_REVIEW (not TRUNCATED).
PET_11,petropolis_00579,PETROPOLIS_00011,Petropolis,MAPPED,DESIGNATED_BY_DETERMINISTIC_ORDER_NEEDS_REVIEW,V1D_ROW_ORDER,MEDIUM,patch_petropolis_00579.tif,32723,690740.0,7513990.0,691700.0,7514950.0,691220.0,7514470.0,True,-43.14608309626062,-22.46959574602713,-43.137099943419415,-22.46129432322695,-43.14159151984002,-22.46544503462704,WGS84_DEGREES,EPSG:31983,PASS,keep_core_visual_subset,0/59 LOCKED,0,0,Binding via v1d row order (rank 11 in Petropolis sequence). TIF header read by v1fl (rasterio header-only; 0 pixel reads). Confidence MEDIUM: row order not spatially verified. SIG zip: SIG_ZIP_VALID_CONTENT_LISTED_SIZE_MISMATCH_NEEDS_REVIEW (not TRUNCATED).
PET_12,petropolis_00614,PETROPOLIS_00012,Petropolis,MAPPED,DESIGNATED_BY_DETERMINISTIC_ORDER_NEEDS_REVIEW,V1D_ROW_ORDER,MEDIUM,patch_petropolis_00614.tif,32723,690750.0,7514910.0,691710.0,7515870.0,691230.0,7515390.0,True,-43.14608309626062,-22.46129432322695,-43.137099943419415,-22.452992403145192,-43.14159151984002,-22.45714336318607,WGS84_DEGREES,EPSG:31983,PASS,keep_core_visual_subset,0/59 LOCKED,0,0,Binding via v1d row order (rank 12 in Petropolis sequence). TIF header read by v1fl (rasterio header-only; 0 pixel reads). Confidence MEDIUM: row order not spatially verified. SIG zip: SIG_ZIP_VALID_CONTENT_LISTED_SIZE_MISMATCH_NEEDS_REVIEW (not TRUNCATED).
PET_13,petropolis_00615,PETROPOLIS_00013,Petropolis,MAPPED,DESIGNATED_BY_DETERMINISTIC_ORDER_NEEDS_REVIEW,V1D_ROW_ORDER,MEDIUM,patch_petropolis_00615.tif,32723,691670.0,7514900.0,692640.0,7515860.0,692155.0,7515380.0,True,-43.137099943419415,-22.46129432322695,-43.12811679057823,-22.452992403145192,-43.13260836699882,-22.45714336318607,WGS84_DEGREES,EPSG:31983,PASS,keep_core_visual_subset,0/59 LOCKED,0,0,Binding via v1d row order (rank 13 in Petropolis sequence). TIF header read by v1fl (rasterio header-only; 0 pixel reads). Confidence MEDIUM: row order not spatially verified. SIG zip: SIG_ZIP_VALID_CONTENT_LISTED_SIZE_MISMATCH_NEEDS_REVIEW (not TRUNCATED).
PET_14,petropolis_00649,PETROPOLIS_00014,Petropolis,MAPPED,DESIGNATED_BY_DETERMINISTIC_ORDER_NEEDS_REVIEW,V1D_ROW_ORDER,MEDIUM,patch_petropolis_00649.tif,32723,690760.0,7515830.0,691720.0,7516790.0,691240.0,7516310.0,True,-43.14608309626062,-22.452992403145192,-43.137099943419415,-22.444689985926363,-43.14159151984002,-22.448841194535778,WGS84_DEGREES,EPSG:31983,PASS,keep_core_visual_subset,0/59 LOCKED,0,0,Binding via v1d row order (rank 14 in Petropolis sequence). TIF header read by v1fl (rasterio header-only; 0 pixel reads). Confidence MEDIUM: row order not spatially verified. SIG zip: SIG_ZIP_VALID_CONTENT_LISTED_SIZE_MISMATCH_NEEDS_REVIEW (not TRUNCATED).
PET_15,petropolis_00720,PETROPOLIS_00015,Petropolis,MAPPED,DESIGNATED_BY_DETERMINISTIC_ORDER_NEEDS_REVIEW,V1D_ROW_ORDER,MEDIUM,patch_petropolis_00720.tif,32723,691710.0,7517650.0,692670.0,7518610.0,692190.0,7518130.0,True,-43.137099943419415,-22.43638707171501,-43.12811679057823,-22.42808366065578,-43.13260836699882,-22.432235366185395,WGS84_DEGREES,EPSG:31983,PASS,keep_core_visual_subset,0/59 LOCKED,0,0,Binding via v1d row order (rank 15 in Petropolis sequence). TIF header read by v1fl (rasterio header-only; 0 pixel reads). Confidence MEDIUM: row order not spatially verified. SIG zip: SIG_ZIP_VALID_CONTENT_LISTED_SIZE_MISMATCH_NEEDS_REVIEW (not TRUNCATED).
PET_16,petropolis_00756,PETROPOLIS_00016,Petropolis,MAPPED,DESIGNATED_BY_DETERMINISTIC_ORDER_NEEDS_REVIEW,V1D_ROW_ORDER,MEDIUM,patch_petropolis_00756.tif,32723,692640.0,7518560.0,693610.0,7519520.0,693125.0,7519040.0,True,-43.12811679057823,-22.42808366065578,-43.11913363773703,-22.41977975289333,-43.12362521415763,-22.42393170677456,WGS84_DEGREES,EPSG:31983,PASS,keep_core_visual_subset,0/59 LOCKED,0,0,Binding via v1d row order (rank 16 in Petropolis sequence). TIF header read by v1fl (rasterio header-only; 0 pixel reads). Confidence MEDIUM: row order not spatially verified. SIG zip: SIG_ZIP_VALID_CONTENT_LISTED_SIZE_MISMATCH_NEEDS_REVIEW (not TRUNCATED).
PET_17,petropolis_00789,PETROPOLIS_00017,Petropolis,MAPPED,DESIGNATED_BY_DETERMINISTIC_ORDER_NEEDS_REVIEW,V1D_ROW_ORDER,MEDIUM,patch_petropolis_00789.tif,32723,690800.0,7519500.0,691770.0,7520460.0,691285.0,7519980.0,True,-43.14608309626062,-22.41977975289333,-43.137099943419415,-22.411475348572367,-43.14159151984002,-22.41562755073285,WGS84_DEGREES,EPSG:31983,PASS,keep_core_visual_subset,0/59 LOCKED,0,0,Binding via v1d row order (rank 17 in Petropolis sequence). TIF header read by v1fl (rasterio header-only; 0 pixel reads). Confidence MEDIUM: row order not spatially verified. SIG zip: SIG_ZIP_VALID_CONTENT_LISTED_SIZE_MISMATCH_NEEDS_REVIEW (not TRUNCATED).
PET_18,petropolis_00790,PETROPOLIS_00018,Petropolis,MAPPED,NO_MATCHING_SENTINEL_TIF_MAPPED,N/A,NONE,,,,,,,,,False,-43.137099943419415,-22.41977975289333,-43.12811679057823,-22.411475348572367,-43.13260836699882,-22.41562755073285,WGS84_DEGREES,EPSG:31983,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 18 in Petropolis sequence). No sentinel TIF found for raw_patch_id=petropolis_00790. Canonical patch MAPPED but no TIF in patch inventory.
PET_19,petropolis_00823,PETROPOLIS_00019,Petropolis,MAPPED,DESIGNATED_BY_DETERMINISTIC_ORDER_NEEDS_REVIEW,V1D_ROW_ORDER,MEDIUM,patch_petropolis_00823.tif,32723,689890.0,7520440.0,690860.0,7521400.0,690375.0,7520920.0,True,-43.15506624910181,-22.411475348572367,-43.14608309626062,-22.40317044783769,-43.150574672681216,-22.40732289820503,WGS84_DEGREES,EPSG:31983,PASS,keep_core_visual_subset,0/59 LOCKED,0,0,Binding via v1d row order (rank 19 in Petropolis sequence). TIF header read by v1fl (rasterio header-only; 0 pixel reads). Confidence MEDIUM: row order not spatially verified. SIG zip: SIG_ZIP_VALID_CONTENT_LISTED_SIZE_MISMATCH_NEEDS_REVIEW (not TRUNCATED).
PET_20,petropolis_00824,PETROPOLIS_00020,Petropolis,MAPPED,NO_MATCHING_SENTINEL_TIF_MAPPED,N/A,NONE,,,,,,,,,False,-43.14608309626062,-22.411475348572367,-43.137099943419415,-22.40317044783769,-43.14159151984002,-22.40732289820503,WGS84_DEGREES,EPSG:31983,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 20 in Petropolis sequence). No sentinel TIF found for raw_patch_id=petropolis_00824. Canonical patch MAPPED but no TIF in patch inventory.
PET_21,petropolis_00825,PETROPOLIS_00021,Petropolis,MAPPED,DESIGNATED_BY_DETERMINISTIC_ORDER_NEEDS_REVIEW,V1D_ROW_ORDER,MEDIUM,patch_petropolis_00825.tif,32723,691740.0,7520410.0,692710.0,7521370.0,692225.0,7520890.0,True,-43.137099943419415,-22.411475348572367,-43.12811679057823,-22.40317044783769,-43.13260836699882,-22.40732289820503,WGS84_DEGREES,EPSG:31983,PASS,keep_core_visual_subset,0/59 LOCKED,0,0,Binding via v1d row order (rank 21 in Petropolis sequence). TIF header read by v1fl (rasterio header-only; 0 pixel reads). Confidence MEDIUM: row order not spatially verified. SIG zip: SIG_ZIP_VALID_CONTENT_LISTED_SIZE_MISMATCH_NEEDS_REVIEW (not TRUNCATED).
PET_22,petropolis_00860,PETROPOLIS_00022,Petropolis,MAPPED,DESIGNATED_BY_DETERMINISTIC_ORDER_NEEDS_REVIEW,V1D_ROW_ORDER,MEDIUM,patch_petropolis_00860.tif,32723,691750.0,7521330.0,692720.0,7522290.0,692235.0,7521810.0,True,-43.137099943419415,-22.40317044783769,-43.12811679057823,-22.3948650508341,-43.13260836699882,-22.399017749335897,WGS84_DEGREES,EPSG:31983,PASS,keep_core_visual_subset,0/59 LOCKED,0,0,Binding via v1d row order (rank 22 in Petropolis sequence). TIF header read by v1fl (rasterio header-only; 0 pixel reads). Confidence MEDIUM: row order not spatially verified. SIG zip: SIG_ZIP_VALID_CONTENT_LISTED_SIZE_MISMATCH_NEEDS_REVIEW (not TRUNCATED).
PET_23,petropolis_00863,PETROPOLIS_00023,Petropolis,MAPPED,DESIGNATED_BY_DETERMINISTIC_ORDER_NEEDS_REVIEW,V1D_ROW_ORDER,MEDIUM,patch_petropolis_00863.tif,32723,694530.0,7521300.0,695490.0,7522260.0,695010.0,7521780.0,True,-43.11015048489583,-22.40317044783769,-43.10116733205464,-22.3948650508341,-43.10565890847524,-22.399017749335897,WGS84_DEGREES,EPSG:31983,PASS,keep_core_visual_subset,0/59 LOCKED,0,0,Binding via v1d row order (rank 23 in Petropolis sequence). TIF header read by v1fl (rasterio header-only; 0 pixel reads). Confidence MEDIUM: row order not spatially verified. SIG zip: SIG_ZIP_VALID_CONTENT_LISTED_SIZE_MISMATCH_NEEDS_REVIEW (not TRUNCATED).
PET_24,petropolis_00986,PETROPOLIS_00024,Petropolis,MAPPED,DESIGNATED_BY_DETERMINISTIC_ORDER_NEEDS_REVIEW,V1D_ROW_ORDER,MEDIUM,patch_petropolis_00986.tif,32723,678840.0,7525170.0,679810.0,7526130.0,679325.0,7525650.0,True,-43.26286408319616,-22.36994588365888,-43.25388093035496,-22.36163850302889,-43.25837250677556,-22.36579219334389,WGS84_DEGREES,EPSG:31983,PASS,keep_core_visual_subset,0/59 LOCKED,0,0,Binding via v1d row order (rank 24 in Petropolis sequence). TIF header read by v1fl (rasterio header-only; 0 pixel reads). Confidence MEDIUM: row order not spatially verified. SIG zip: SIG_ZIP_VALID_CONTENT_LISTED_SIZE_MISMATCH_NEEDS_REVIEW (not TRUNCATED).
PET_25,petropolis_01109,PETROPOLIS_00025,Petropolis,MAPPED,NO_MATCHING_SENTINEL_TIF_MAPPED,N/A,NONE,,,,,,,,,False,-43.10116733205464,-22.345022255281897,-43.09218417921344,-22.33671338845519,-43.09667575563404,-22.340867821868542,WGS84_DEGREES,EPSG:31983,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 25 in Petropolis sequence). No sentinel TIF found for raw_patch_id=petropolis_01109. Canonical patch MAPPED but no TIF in patch inventory.
PET_26,petropolis_01351,PETROPOLIS_00026,Petropolis,MAPPED,NO_MATCHING_SENTINEL_TIF_MAPPED,N/A,NONE,,,,,,,,,False,-43.12811679057823,-22.28684979530233,-43.11913363773703,-22.278537465768498,-43.12362521415763,-22.28269363053541,WGS84_DEGREES,EPSG:31983,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 26 in Petropolis sequence). No sentinel TIF found for raw_patch_id=petropolis_01351. Canonical patch MAPPED but no TIF in patch inventory.
PET_27,petropolis_01495,PETROPOLIS_00027,Petropolis,MAPPED,DESIGNATED_BY_DETERMINISTIC_ORDER_NEEDS_REVIEW,V1D_ROW_ORDER,MEDIUM,patch_petropolis_01495.tif,32723,696590.0,7537840.0,697550.0,7538800.0,697070.0,7538320.0,True,-43.09218417921344,-22.253597513206213,-43.08320102637225,-22.245283208184137,-43.08769260279284,-22.24944036069517,WGS84_DEGREES,EPSG:31983,PASS,keep_core_visual_subset,0/59 LOCKED,0,0,Binding via v1d row order (rank 27 in Petropolis sequence). TIF header read by v1fl (rasterio header-only; 0 pixel reads). Confidence MEDIUM: row order not spatially verified. SIG zip: SIG_ZIP_VALID_CONTENT_LISTED_SIZE_MISMATCH_NEEDS_REVIEW (not TRUNCATED).
REC_01,recife_ext_0001,RECIFE_00001,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.89087311023601,-8.056047140316204,-34.88189128976399,-8.047153859683794,-34.8863822,-8.0516005,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 1 in Recife sequence). raw_patch_id=recife_ext_0001 (recife_ext variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
REC_02,recife_ext_0002,RECIFE_00002,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.93385604610522,-8.077291140316206,-34.924873753894786,-8.068397859683795,-34.9293649,-8.0728445,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 2 in Recife sequence). raw_patch_id=recife_ext_0002 (recife_ext variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
