missingness_mask_id,unified_patch_id,feature_family,feature_available,feature_missing,missing_reason,missingness_allowed,imputation_allowed,imputation_strategy,review_only
S18B_MASK_00101,S18A_PATCH_0017,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00102,S18A_PATCH_0017,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00103,S18A_PATCH_0018,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00104,S18A_PATCH_0018,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00105,S18A_PATCH_0018,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00106,S18A_PATCH_0018,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00107,S18A_PATCH_0018,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00108,S18A_PATCH_0018,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00109,S18A_PATCH_0019,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00110,S18A_PATCH_0019,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00111,S18A_PATCH_0019,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00112,S18A_PATCH_0019,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00113,S18A_PATCH_0019,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00114,S18A_PATCH_0019,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00115,S18A_PATCH_0020,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00116,S18A_PATCH_0020,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00117,S18A_PATCH_0020,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00118,S18A_PATCH_0020,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00119,S18A_PATCH_0020,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00120,S18A_PATCH_0020,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00121,S18A_PATCH_0021,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00122,S18A_PATCH_0021,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00123,S18A_PATCH_0021,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00124,S18A_PATCH_0021,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00125,S18A_PATCH_0021,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00126,S18A_PATCH_0021,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00127,S18A_PATCH_0022,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00128,S18A_PATCH_0022,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00129,S18A_PATCH_0022,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00130,S18A_PATCH_0022,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00131,S18A_PATCH_0022,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00132,S18A_PATCH_0022,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00133,S18A_PATCH_0023,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00134,S18A_PATCH_0023,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00135,S18A_PATCH_0023,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00136,S18A_PATCH_0023,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00137,S18A_PATCH_0023,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00138,S18A_PATCH_0023,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00139,S18A_PATCH_0024,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00140,S18A_PATCH_0024,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00141,S18A_PATCH_0024,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00142,S18A_PATCH_0024,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00143,S18A_PATCH_0024,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00144,S18A_PATCH_0024,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00145,S18A_PATCH_0025,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00146,S18A_PATCH_0025,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00147,S18A_PATCH_0025,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00148,S18A_PATCH_0025,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00149,S18A_PATCH_0025,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00150,S18A_PATCH_0025,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00151,S18A_PATCH_0026,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00152,S18A_PATCH_0026,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00153,S18A_PATCH_0026,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00154,S18A_PATCH_0026,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00155,S18A_PATCH_0026,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00156,S18A_PATCH_0026,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00157,S18A_PATCH_0027,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00158,S18A_PATCH_0027,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00159,S18A_PATCH_0027,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00160,S18A_PATCH_0027,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00161,S18A_PATCH_0027,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00162,S18A_PATCH_0027,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00163,S18A_PATCH_0028,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00164,S18A_PATCH_0028,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00165,S18A_PATCH_0028,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00166,S18A_PATCH_0028,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00167,S18A_PATCH_0028,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00168,S18A_PATCH_0028,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00169,S18A_PATCH_0029,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00170,S18A_PATCH_0029,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00171,S18A_PATCH_0029,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00172,S18A_PATCH_0029,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00173,S18A_PATCH_0029,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00174,S18A_PATCH_0029,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00175,S18A_PATCH_0030,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00176,S18A_PATCH_0030,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00177,S18A_PATCH_0030,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00178,S18A_PATCH_0030,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00179,S18A_PATCH_0030,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00180,S18A_PATCH_0030,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00181,S18A_PATCH_0031,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00182,S18A_PATCH_0031,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00183,S18A_PATCH_0031,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00184,S18A_PATCH_0031,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00185,S18A_PATCH_0031,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00186,S18A_PATCH_0031,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00187,S18A_PATCH_0032,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00188,S18A_PATCH_0032,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00189,S18A_PATCH_0032,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00190,S18A_PATCH_0032,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00191,S18A_PATCH_0032,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00192,S18A_PATCH_0032,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00193,S18A_PATCH_0033,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00194,S18A_PATCH_0033,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00195,S18A_PATCH_0033,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00196,S18A_PATCH_0033,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00197,S18A_PATCH_0033,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00198,S18A_PATCH_0033,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00199,S18A_PATCH_0034,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00200,S18A_PATCH_0034,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00201,S18A_PATCH_0034,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00202,S18A_PATCH_0034,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00203,S18A_PATCH_0034,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00204,S18A_PATCH_0034,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00205,S18A_PATCH_0035,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00206,S18A_PATCH_0035,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00207,S18A_PATCH_0035,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00208,S18A_PATCH_0035,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00209,S18A_PATCH_0035,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00210,S18A_PATCH_0035,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00211,S18A_PATCH_0036,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00212,S18A_PATCH_0036,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00213,S18A_PATCH_0036,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00214,S18A_PATCH_0036,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00215,S18A_PATCH_0036,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00216,S18A_PATCH_0036,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00217,S18A_PATCH_0037,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00218,S18A_PATCH_0037,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00219,S18A_PATCH_0037,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00220,S18A_PATCH_0037,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00221,S18A_PATCH_0037,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00222,S18A_PATCH_0037,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00223,S18A_PATCH_0038,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00224,S18A_PATCH_0038,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00225,S18A_PATCH_0038,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00226,S18A_PATCH_0038,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00227,S18A_PATCH_0038,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00228,S18A_PATCH_0038,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00229,S18A_PATCH_0039,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00230,S18A_PATCH_0039,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00231,S18A_PATCH_0039,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00232,S18A_PATCH_0039,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00233,S18A_PATCH_0039,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00234,S18A_PATCH_0039,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00235,S18A_PATCH_0040,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00236,S18A_PATCH_0040,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00237,S18A_PATCH_0040,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00238,S18A_PATCH_0040,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00239,S18A_PATCH_0040,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00240,S18A_PATCH_0040,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00241,S18A_PATCH_0041,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00242,S18A_PATCH_0041,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00243,S18A_PATCH_0041,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00244,S18A_PATCH_0041,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00245,S18A_PATCH_0041,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00246,S18A_PATCH_0041,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00247,S18A_PATCH_0042,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00248,S18A_PATCH_0042,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00249,S18A_PATCH_0042,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00250,S18A_PATCH_0042,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00251,S18A_PATCH_0042,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00252,S18A_PATCH_0042,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00253,S18A_PATCH_0043,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00254,S18A_PATCH_0043,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00255,S18A_PATCH_0043,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00256,S18A_PATCH_0043,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00257,S18A_PATCH_0043,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00258,S18A_PATCH_0043,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00259,S18A_PATCH_0044,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00260,S18A_PATCH_0044,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00261,S18A_PATCH_0044,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00262,S18A_PATCH_0044,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00263,S18A_PATCH_0044,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00264,S18A_PATCH_0044,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00265,S18A_PATCH_0045,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00266,S18A_PATCH_0045,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00267,S18A_PATCH_0045,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00268,S18A_PATCH_0045,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00269,S18A_PATCH_0045,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00270,S18A_PATCH_0045,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00271,S18A_PATCH_0046,physical_topography,true,false,available,true,unsupervised_only,none,true
