patch_id,regiao,cidade,CHIRPS_3d,CHIRPS_7d,CHIRPS_30d,runoff_context_7d,event_relative_window,fonte,temporalidade,status_familia,justificativa_tecnica
curitiba_00365,curitiba,Curitiba,0.000000,24.734850,122.650007,0.500962,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00367,curitiba,Curitiba,0.000000,24.734850,122.650007,0.500962,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00374,curitiba,Curitiba,0.000000,26.573648,125.727689,2.029575,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00377,curitiba,Curitiba,0.000000,26.794821,126.337283,2.029575,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00392,curitiba,Curitiba,0.000000,25.072857,117.264716,0.475013,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00399,curitiba,Curitiba,0.000000,24.734850,122.650007,0.500962,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00402,curitiba,Curitiba,0.000000,24.734850,122.650007,0.500962,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00409,curitiba,Curitiba,0.000000,26.573648,125.727689,2.029575,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00410,curitiba,Curitiba,0.000000,26.794821,126.337283,2.029575,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00412,curitiba,Curitiba,0.000000,26.794821,126.337283,2.029575,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00413,curitiba,Curitiba,0.000000,26.794821,126.337283,2.029575,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00416,curitiba,Curitiba,0.000000,27.900715,134.125407,1.142643,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00436,curitiba,Curitiba,0.000000,24.790479,120.690226,0.500962,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00445,curitiba,Curitiba,0.000000,26.037145,124.443619,2.029575,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00446,curitiba,Curitiba,0.000000,26.037145,124.443619,2.029575,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00447,curitiba,Curitiba,0.000000,26.037138,124.443601,2.029575,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00451,curitiba,Curitiba,0.000000,27.555494,132.931112,1.142643,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00466,curitiba,Curitiba,0.000000,24.690651,125.902421,0.500962,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00469,curitiba,Curitiba,0.000000,24.920977,116.092883,0.500962,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00471,curitiba,Curitiba,0.000000,24.920977,116.092883,0.500962,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00531,curitiba,Curitiba,0.000000,23.905342,111.192796,0.430830,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00537,curitiba,Curitiba,0.000000,24.702167,125.411956,0.500962,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00566,curitiba,Curitiba,0.000000,23.905342,111.192796,0.430830,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00597,curitiba,Curitiba,0.000000,23.905342,111.192796,0.430830,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00612,curitiba,Curitiba,0.000000,24.920977,116.092883,0.500962,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00660,curitiba,Curitiba,0.000000,26.914913,130.030856,1.293927,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00661,curitiba,Curitiba,0.000000,26.914913,130.030856,1.293927,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00662,curitiba,Curitiba,0.000000,26.914913,130.030856,1.293927,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00693,curitiba,Curitiba,0.000000,25.800282,132.513710,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00695,curitiba,Curitiba,0.000000,28.181068,129.293073,2.425648,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00699,curitiba,Curitiba,0.000000,28.181068,129.293073,2.425648,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00728,curitiba,Curitiba,0.000000,25.800282,132.513710,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00729,curitiba,Curitiba,0.000000,26.609745,131.418699,1.862626,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00740,curitiba,Curitiba,0.000000,25.072108,129.841616,0.541985,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00779,curitiba,Curitiba,0.000000,26.040216,125.960120,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00869,curitiba,Curitiba,0.000000,26.609747,131.418696,1.862627,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00887,curitiba,Curitiba,0.000000,29.368504,128.272154,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00888,curitiba,Curitiba,0.000000,29.302714,133.743745,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00889,curitiba,Curitiba,0.000000,29.302714,133.743745,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00891,curitiba,Curitiba,0.000000,29.299611,133.751225,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00895,curitiba,Curitiba,0.000000,28.243886,130.724928,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00896,curitiba,Curitiba,0.000000,28.243886,130.724928,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00899,curitiba,Curitiba,0.000000,28.669675,135.027825,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00901,curitiba,Curitiba,0.000000,28.706836,135.401961,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00903,curitiba,Curitiba,0.000000,28.706836,135.401961,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00918,curitiba,Curitiba,0.000000,29.465643,128.041092,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00924,curitiba,Curitiba,0.000000,29.353117,133.622250,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00926,curitiba,Curitiba,0.000000,29.353117,133.622250,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00929,curitiba,Curitiba,0.000000,28.339499,130.682069,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00930,curitiba,Curitiba,0.000000,28.339499,130.682069,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00931,curitiba,Curitiba,0.000000,28.339499,130.682069,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00934,curitiba,Curitiba,0.000000,28.752633,135.099085,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00936,curitiba,Curitiba,0.000000,28.788557,135.483168,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00937,curitiba,Curitiba,0.000000,28.788557,135.483168,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00938,curitiba,Curitiba,0.000000,28.788557,135.483168,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00960,curitiba,Curitiba,0.000000,29.353117,133.622250,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00969,curitiba,Curitiba,0.000000,28.752634,135.099095,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00972,curitiba,Curitiba,0.000000,28.788557,135.483168,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00977,curitiba,Curitiba,0.000000,27.100611,136.467468,2.425648,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00990,curitiba,Curitiba,0.000000,29.465643,128.041092,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00991,curitiba,Curitiba,0.000000,29.465643,128.041092,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00992,curitiba,Curitiba,0.000000,29.460017,128.320130,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_00995,curitiba,Curitiba,0.000000,29.353117,133.622250,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01000,curitiba,Curitiba,0.000000,28.339499,130.682069,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01001,curitiba,Curitiba,0.000000,28.339499,130.682069,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01007,curitiba,Curitiba,0.000000,28.788557,135.483168,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01011,curitiba,Curitiba,0.000000,27.100611,136.467468,2.425648,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01012,curitiba,Curitiba,0.000000,27.100611,136.467468,2.425648,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01015,curitiba,Curitiba,0.000000,29.722837,148.539825,2.425648,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01024,curitiba,Curitiba,0.000000,29.465643,128.041092,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01030,curitiba,Curitiba,0.000000,29.353117,133.622250,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01040,curitiba,Curitiba,0.000000,28.788557,135.483168,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01042,curitiba,Curitiba,0.000000,28.788557,135.483168,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01048,curitiba,Curitiba,0.000000,27.100611,136.467468,2.425648,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01050,curitiba,Curitiba,0.000000,29.722836,148.539821,2.425648,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01059,curitiba,Curitiba,0.000000,29.465643,128.041092,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01060,curitiba,Curitiba,0.000000,29.465643,128.041092,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01065,curitiba,Curitiba,0.000000,29.353117,133.622250,0.636779,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01068,curitiba,Curitiba,0.000000,28.876717,132.240364,1.076609,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
curitiba_01075,curitiba,Curitiba,0.000000,28.788557,135.483168,1.572587,nao_relativo_a_evento,datasets/suscetibilidade/susc_features_by_patch_v1.csv,composto de referencia 2022-12-31; nao e janela pre-evento especifica por ocorrencia,utilizavel_direto,features de chuva review-only; janela nao relativa a ocorrencia especifica
